#Data Set Export - Discharge Total.Change-in-Storage@08461200,,,,
Timestamp (UTC-06:00),Value (TCM),Grade Code,Approval Level,Interpolation Type
1953-10-02 00:00:00,-13469.699879999971,41,800,8
1953-10-03 00:00:00,-11631.801270000171,41,800,8
1953-10-04 00:00:00,-7795.6504799998365,41,800,8
1953-10-05 00:00:00,-974.4563100000378,41,800,8
1953-10-06 00:00:00,974.4563100000378,41,800,8
1953-10-07 00:00:00,-4403.555729999905,41,800,8
1953-10-08 00:00:00,-974.4563100002706,41,800,8
1953-10-09 00:00:00,-493.3955999996979,41,800,8
1953-10-10 00:00:00,-974.4563100000378,41,800,8
1953-10-11 00:00:00,-1480.1868000002578,41,800,8
1953-10-12 00:00:00,-1961.2475099998992,41,800,8
1953-10-13 00:00:00,-2466.978000000119,41,800,8
1953-10-14 00:00:00,-1973.5823999997228,41,800,8
1953-10-15 00:00:00,1973.5823999997228,41,800,8
1953-10-16 00:00:00,-493.3955999996979,41,800,8
1953-10-17 00:00:00,5415.01670999988,41,800,8
1953-10-18 00:00:00,3922.495020000031,41,800,8
1953-10-19 00:00:00,4884.6164400000125,41,800,8
1953-10-20 00:00:00,3910.1601299999747,41,800,8
1953-10-21 00:00:00,-41469.90018000011,41,800,8
1953-10-22 00:00:00,-10533.996060000034,41,800,8
1953-10-23 00:00:00,-48019.726769999834,41,800,8
1953-10-24 00:00:00,-5192.988690000027,41,800,8
1953-10-25 00:00:00,-7820.320260000182,41,800,8
1953-10-26 00:00:00,-2614.9966799996328,41,800,8
1953-10-27 00:00:00,-2614.9966800000984,41,800,8
1953-10-28 00:00:00,-1048.4656500001438,41,800,8
1953-10-29 00:00:00,-3145.396949999733,41,800,8
1953-10-30 00:00:00,-3675.797220000066,41,800,8
1953-10-31 00:00:00,-2109.2661900001112,41,800,8
1953-11-01 00:00:00,-2109.2661900001112,41,800,8
1953-11-02 00:00:00,-1578.865920000011,41,800,8
1953-11-03 00:00:00,-2652.001349999802,41,800,8
1953-11-04 00:00:00,0,41,800,8
1953-11-05 00:00:00,-530.4002700001001,41,800,8
1953-11-06 00:00:00,0,41,800,8
1953-11-07 00:00:00,2652.001349999802,41,800,8
1953-11-08 00:00:00,530.4002700001001,41,800,8
1953-11-09 00:00:00,518.0653800000437,41,800,8
1953-11-10 00:00:00,530.4002700001001,41,800,8
1953-11-11 00:00:00,530.4002699998673,41,800,8
1953-11-12 00:00:00,0,41,800,8
1953-11-13 00:00:00,530.4002700001001,41,800,8
1953-11-14 00:00:00,0,41,800,8
1953-11-15 00:00:00,518.0653800000437,41,800,8
1953-11-16 00:00:00,530.4002700001001,41,800,8
1953-11-17 00:00:00,1578.8659199997783,41,800,8
1953-11-18 00:00:00,3688.1321100001223,41,800,8
1953-11-19 00:00:00,2096.931299999822,41,800,8
1953-11-20 00:00:00,3675.797220000066,41,800,8
1953-11-21 00:00:00,3133.0620599999093,41,800,8
1953-11-22 00:00:00,3663.462330000242,41,800,8
1953-11-23 00:00:00,4687.258199999807,41,800,8
1953-11-24 00:00:00,4662.58842000016,41,800,8
1953-11-25 00:00:00,4810.6070999999065,41,800,8
1953-11-26 00:00:00,3626.457660000073,41,800,8
1953-11-27 00:00:00,5143.649130000034,41,800,8
1953-11-28 00:00:00,5143.6491299998015,41,800,8
1953-11-29 00:00:00,4613.248860000167,41,800,8
1953-11-30 00:00:00,3577.118099999847,41,800,8
1953-12-01 00:00:00,3059.052720000036,41,800,8
1953-12-02 00:00:00,6093.435659999959,41,800,8
1953-12-03 00:00:00,-2022.921959999716,41,800,8
1953-12-04 00:00:00,10496.991389999865,41,800,8
1953-12-05 00:00:00,4539.239519999828,41,800,8
1953-12-06 00:00:00,2516.317560000345,41,800,8
1953-12-07 00:00:00,3022.0480499998666,41,800,8
1953-12-08 00:00:00,2997.3782699999865,41,800,8
1953-12-09 00:00:00,1504.856579999905,41,800,8
1953-12-10 00:00:00,999.1260899999179,41,800,8
1953-12-11 00:00:00,1504.856580000138,41,800,8
1953-12-12 00:00:00,0,41,800,8
1953-12-13 00:00:00,0,41,800,8
1953-12-14 00:00:00,505.7304899999872,41,800,8
1953-12-15 00:00:00,-505.7304899999872,41,800,8
1953-12-16 00:00:00,505.7304899999872,41,800,8
1953-12-17 00:00:00,-1504.856580000138,41,800,8
1953-12-18 00:00:00,0,41,800,8
1953-12-19 00:00:00,0,41,800,8
1953-12-20 00:00:00,-999.1260899999179,41,800,8
1953-12-21 00:00:00,-505.7304899999872,41,800,8
1953-12-22 00:00:00,2503.982670000056,41,800,8
1953-12-23 00:00:00,999.1260899999179,41,800,8
1953-12-24 00:00:00,0,41,800,8
1953-12-25 00:00:00,0,41,800,8
1953-12-26 00:00:00,999.1260900001507,41,800,8
1953-12-27 00:00:00,999.1260899999179,41,800,8
1953-12-28 00:00:00,0,41,800,8
1953-12-29 00:00:00,0,41,800,8
1953-12-30 00:00:00,0,41,800,8
1953-12-31 00:00:00,1985.9172900000121,41,800,8
1954-01-01 00:00:00,999.1260899999179,41,800,8
1954-01-02 00:00:00,1492.5216900000814,41,800,8
1954-01-03 00:00:00,999.1260900001507,41,800,8
1954-01-04 00:00:00,2479.31288999971,41,800,8
1954-01-05 00:00:00,7425.603780000005,41,800,8
1954-01-06 00:00:00,3453.7692000002135,41,800,8
1954-01-07 00:00:00,3934.8299100000877,41,800,8
1954-01-08 00:00:00,4909.286219999893,41,800,8
1954-01-09 00:00:00,6845.863949999912,41,800,8
1954-01-10 00:00:00,5846.737859999994,41,800,8
1954-01-11 00:00:00,3885.490349999862,41,800,8
1954-01-12 00:00:00,4354.216170000145,41,800,8
1954-01-13 00:00:00,6278.459010000108,41,800,8
1954-01-14 00:00:00,7215.910649999743,41,800,8
1954-01-15 00:00:00,8141.027400000021,41,800,8
1954-01-16 00:00:00,8585.083440000191,41,800,8
1954-01-17 00:00:00,10891.70786999981,41,800,8
1954-01-18 00:00:00,8005.343610000098,41,800,8
1954-01-19 00:00:00,8437.06475999998,41,800,8
1954-01-20 00:00:00,4206.197490000166,41,800,8
1954-01-21 00:00:00,1862.568389999913,41,800,8
1954-01-22 00:00:00,3725.136780000059,41,800,8
1954-01-23 00:00:00,6500.487029999844,41,800,8
1954-01-24 00:00:00,6463.482360000024,41,800,8
1954-01-25 00:00:00,7820.320260000066,41,800,8
1954-01-26 00:00:00,7783.315590000013,41,800,8
1954-01-27 00:00:00,7289.919989999966,41,800,8
1954-01-28 00:00:00,6796.524390000035,41,800,8
1954-01-29 00:00:00,8128.692509999964,41,800,8
1954-01-30 00:00:00,5846.737859999994,41,800,8
1954-01-31 00:00:00,6710.180159999989,41,800,8
1954-02-01 00:00:00,6241.454340000055,41,800,8
1954-02-02 00:00:00,6216.784559999942,41,800,8
1954-02-03 00:00:00,5291.667810000014,41,800,8
1954-02-04 00:00:00,7931.334269999992,41,800,8
1954-02-05 00:00:00,9621.214200000046,41,800,8
1954-02-06 00:00:00,10867.038089999929,41,800,8
1954-02-07 00:00:00,9497.865300000065,41,800,8
1954-02-08 00:00:00,10706.684520000012,41,800,8
1954-02-09 00:00:00,8511.074099999967,41,800,8
1954-02-10 00:00:00,10151.614469999913,41,800,8
1954-02-11 00:00:00,10904.042759999984,41,800,8
1954-02-12 00:00:00,10817.698530000169,41,800,8
1954-02-13 00:00:00,10743.689189999945,41,800,8
1954-02-14 00:00:00,12273.21555000008,41,800,8
1954-02-15 00:00:00,14592.174869999988,41,800,8
1954-02-16 00:00:00,13630.053449999892,41,800,8
1954-02-17 00:00:00,14271.467730000035,41,800,8
1954-02-18 00:00:00,14111.114159999996,41,800,8
1954-02-19 00:00:00,13938.425700000022,41,800,8
1954-02-20 00:00:00,15689.98008000001,41,800,8
1954-02-21 00:00:00,13975.430370000076,41,800,8
1954-02-22 00:00:00,14555.170199999937,41,800,8
1954-02-23 00:00:00,13642.388339999949,41,800,8
1954-02-24 00:00:00,13827.411689999979,41,800,8
1954-02-25 00:00:00,13642.388340000063,41,800,8
1954-02-26 00:00:00,9584.209529999995,41,800,8
1954-02-27 00:00:00,8079.352949999971,41,800,8
1954-02-28 00:00:00,8708.432340000058,41,800,8
1954-03-01 00:00:00,11002.72187999997,41,800,8
1954-03-02 00:00:00,9855.57711000007,41,800,8
1954-03-03 00:00:00,8412.394979999866,41,800,8
1954-03-04 00:00:00,7980.673829999985,41,800,8
1954-03-05 00:00:00,7265.250210000086,41,800,8
1954-03-06 00:00:00,6537.491699999897,41,800,8
1954-03-07 00:00:00,8091.687840000028,41,800,8
1954-03-08 00:00:00,8646.757890000008,41,800,8
1954-03-09 00:00:00,12001.847970000003,41,800,8
1954-03-10 00:00:00,11508.452370000072,41,800,8
1954-03-11 00:00:00,12223.875989999973,41,800,8
1954-03-12 00:00:00,13210.66718999995,41,800,8
1954-03-13 00:00:00,12075.857310000109,41,800,8
1954-03-14 00:00:00,11002.72187999997,41,800,8
1954-03-15 00:00:00,12495.243569999991,41,800,8
1954-03-16 00:00:00,11138.405670000007,41,800,8
1954-03-17 00:00:00,11742.81527999998,41,800,8
1954-03-18 00:00:00,5859.072749999993,41,800,8
1954-03-19 00:00:00,5674.049400000018,41,800,8
1954-03-20 00:00:00,5550.700500000035,41,800,8
1954-03-21 00:00:00,8017.678499999979,41,800,8
1954-03-22 00:00:00,7894.329599999939,41,800,8
1954-03-23 00:00:00,7647.631800000033,41,800,8
1954-03-24 00:00:00,19489.1262,41,800,8
1954-03-25 00:00:00,-4810.607099999964,41,800,8
1954-03-26 00:00:00,10361.307599999942,41,800,8
1954-03-27 00:00:00,12951.634500000046,41,800,8
1954-03-28 00:00:00,12458.238899999997,41,800,8
1954-03-29 00:00:00,12852.95538,41,800,8
1954-03-30 00:00:00,13148.992740000018,41,800,8
1954-03-31 00:00:00,14653.84931999998,41,800,8
1954-04-01 00:00:00,12162.20153999998,41,800,8
1954-04-02 00:00:00,13580.713890000072,41,800,8
1954-04-03 00:00:00,14234.46305999998,41,800,8
1954-04-04 00:00:00,14592.17486999993,41,800,8
1954-04-05 00:00:00,14678.519100000036,41,800,8
1954-04-06 00:00:00,7425.603780000005,41,800,8
1954-04-07 00:00:00,3811.4810099999886,41,800,8
1954-04-08 00:00:00,-44060.22708000004,41,800,8
1954-04-09 00:00:00,-35191.44116999995,41,800,8
1954-04-10 00:00:00,-15887.338319999983,41,800,8
1954-04-11 00:00:00,-6648.505710000056,41,800,8
1954-04-12 00:00:00,-2590.3268999999273,41,800,8
1954-04-13 00:00:00,-3700.467000000004,41,800,8
1954-04-14 00:00:00,-16664.436389999988,41,800,8
1954-04-15 00:00:00,-22239.80667000002,41,800,8
1954-04-16 00:00:00,-24891.808020000055,41,800,8
1954-04-17 00:00:00,-33378.21233999997,41,800,8
1954-04-18 00:00:00,-14061.774600000006,41,800,8
1954-04-19 00:00:00,-9374.516400000022,41,800,8
1954-04-20 00:00:00,-7832.655149999949,41,800,8
1954-04-21 00:00:00,-5094.309570000041,41,800,8
1954-04-22 00:00:00,-3429.099419999984,41,800,8
1954-04-23 00:00:00,-1998.2521799999522,41,800,8
1954-04-24 00:00:00,-26322.65526000015,41,800,8
1954-04-25 00:00:00,-26470.673939999895,41,800,8
1954-04-26 00:00:00,-8424.729870000037,41,800,8
1954-04-27 00:00:00,-4391.220839999965,41,800,8
1954-04-28 00:00:00,-3170.0667300000787,41,800,8
1954-04-29 00:00:00,-1270.4936699998798,41,800,8
1954-04-30 00:00:00,1911.9079500000225,41,800,8
1954-05-01 00:00:00,-20216.884710000013,41,800,8
1954-05-02 00:00:00,-8178.032070000074,41,800,8
1954-05-03 00:00:00,2627.3315700000385,41,800,8
1954-05-04 00:00:00,3589.45299000002,41,800,8
1954-05-05 00:00:00,3577.1180999999633,41,800,8
1954-05-06 00:00:00,4218.53237999999,41,800,8
1954-05-07 00:00:00,4169.192819999997,41,800,8
1954-05-08 00:00:00,3848.4856800000416,41,800,8
1954-05-09 00:00:00,4452.895290000015,41,800,8
1954-05-10 00:00:00,3170.0667299999623,41,800,8
1954-05-11 00:00:00,2837.024699999951,41,800,8
1954-05-12 00:00:00,5341.007370000007,41,800,8
1954-05-13 00:00:00,5908.412310000043,41,800,8
1954-05-14 00:00:00,6475.817249999964,41,800,8
1954-05-15 00:00:00,8252.041409999947,41,800,8
1954-05-16 00:00:00,10250.293590000132,41,800,8
1954-05-17 00:00:00,3577.1180999999633,41,800,8
1954-05-18 00:00:00,-12001.847970000003,41,800,8
1954-05-19 00:00:00,-3651.1274400000693,41,800,8
1954-05-20 00:00:00,4859.946660000132,41,800,8
1954-05-21 00:00:00,12581.587799999863,41,800,8
1954-05-22 00:00:00,7956.004049999989,41,800,8
1954-05-23 00:00:00,-12433.569120000002,41,800,8
1954-05-24 00:00:00,-23078.57918999996,41,800,8
1954-05-25 00:00:00,-13408.025429999921,41,800,8
1954-05-26 00:00:00,-47032.93557000009,41,800,8
1954-05-27 00:00:00,-29591.401109999977,41,800,8
1954-05-28 00:00:00,-6253.789229999995,41,800,8
1954-05-29 00:00:00,5550.700499999919,41,800,8
1954-05-30 00:00:00,6562.161480000126,41,800,8
1954-05-31 00:00:00,9238.832609999925,41,800,8
1954-06-01 00:00:00,11483.782590000073,41,800,8
1954-06-02 00:00:00,12976.304279999922,41,800,8
1954-06-03 00:00:00,13099.653180000021,41,800,8
1954-06-04 00:00:00,14148.11883000005,41,800,8
1954-06-05 00:00:00,13272.341639999999,41,800,8
1954-06-06 00:00:00,13950.760589999963,41,800,8
1954-06-07 00:00:00,12791.280930000006,41,800,8
1954-06-08 00:00:00,12248.545769999968,41,800,8
1954-06-09 00:00:00,13469.699879999971,41,800,8
1954-06-10 00:00:00,13778.072130000104,41,800,8
1954-06-11 00:00:00,13741.067459999935,41,800,8
1954-06-12 00:00:00,15060.90068999998,41,800,8
1954-06-13 00:00:00,12285.55044000008,41,800,8
1954-06-14 00:00:00,12544.583129999985,41,800,8
1954-06-15 00:00:00,8696.097450000001,41,800,8
1954-06-16 00:00:00,-51091.114379999985,41,800,8
1954-06-17 00:00:00,-90747.78573,41,800,8
1954-06-18 00:00:00,-47637.345179999946,41,800,8
1954-06-19 00:00:00,-3059.052720000036,41,800,8
1954-06-20 00:00:00,-1702.2148200001102,41,800,8
1954-06-21 00:00:00,1023.7958700000308,41,800,8
1954-06-22 00:00:00,3059.052720000036,41,800,8
1954-06-23 00:00:00,678.4189500000793,41,800,8
1954-06-24 00:00:00,-6796.5243900001515,41,800,8
1954-06-25 00:00:00,-34463.68265999994,41,800,8
1954-06-26 00:00:00,-29172.014850000036,41,800,8
1954-06-27 00:00:00,-3663.462329999893,41,800,8
1954-06-28 00:00:00,-116305.67781000014,41,800,8
1954-06-29 00:00:00,-802458.6038400001,41,800,8
1954-06-30 00:00:00,-858212.3066399996,41,800,8
1954-07-01 00:00:00,-87096.65829000017,41,800,8
1954-07-02 00:00:00,-21006.317669999786,41,800,8
1954-07-03 00:00:00,-7906.664490000345,41,800,8
1954-07-04 00:00:00,-8807.111460000277,41,800,8
1954-07-05 00:00:00,-9707.558429999743,41,800,8
1954-07-06 00:00:00,-6192.114780000411,41,800,8
1954-07-07 00:00:00,-5316.337589999661,41,800,8
1954-07-08 00:00:00,-6216.784559999593,41,800,8
1954-07-09 00:00:00,-5328.672480000183,41,800,8
1954-07-10 00:00:00,-4452.8952899998985,41,800,8
1954-07-11 00:00:00,-5341.0073700002395,41,800,8
1954-07-12 00:00:00,-1788.559049999807,41,800,8
1954-07-13 00:00:00,-4465.230180000421,41,800,8
1954-07-14 00:00:00,-1776.2241599997506,41,800,8
1954-07-15 00:00:00,0,41,800,8
1954-07-16 00:00:00,-4477.5650700000115,41,800,8
1954-07-17 00:00:00,-1788.559049999807,41,800,8
1954-07-18 00:00:00,900.4469699994661,41,800,8
1954-07-19 00:00:00,888.1120800003409,41,800,8
1954-07-20 00:00:00,1788.559049999807,41,800,8
1954-07-21 00:00:00,2689.0060200002044,41,800,8
1954-07-22 00:00:00,3564.7832100000232,41,800,8
1954-07-23 00:00:00,0,41,800,8
1954-07-24 00:00:00,0,41,800,8
1954-07-25 00:00:00,900.4469699999318,41,800,8
1954-07-26 00:00:00,888.1120800003409,41,800,8
1954-07-27 00:00:00,1788.559049999807,41,800,8
1954-07-28 00:00:00,2664.3362400000915,41,800,8
1954-07-29 00:00:00,900.4469699999318,41,800,8
1954-07-30 00:00:00,-4465.230179999955,41,800,8
1954-07-31 00:00:00,0,41,800,8
1954-08-01 00:00:00,3564.7832100000232,41,800,8
1954-08-02 00:00:00,900.4469699999318,41,800,8
1954-08-03 00:00:00,888.1120799998753,41,800,8
1954-08-04 00:00:00,4452.8952899998985,41,800,8
1954-08-05 00:00:00,888.1120800003409,41,800,8
1954-08-06 00:00:00,2664.336239999626,41,800,8
1954-08-07 00:00:00,3552.4483200004324,41,800,8
1954-08-08 00:00:00,8868.785909999628,41,800,8
1954-08-09 00:00:00,6204.449670000002,41,800,8
1954-08-10 00:00:00,4415.890620000195,41,800,8
1954-08-11 00:00:00,1763.889269999694,41,800,8
1954-08-12 00:00:00,3527.7785400003195,41,800,8
1954-08-13 00:00:00,6179.779889999423,41,800,8
1954-08-14 00:00:00,4391.2208400005475,41,800,8
1954-08-15 00:00:00,4403.555729999673,41,800,8
1954-08-16 00:00:00,1751.5543800001033,41,800,8
1954-08-17 00:00:00,888.1120799998753,41,800,8
1954-08-18 00:00:00,-888.1120799998753,41,800,8
1954-08-19 00:00:00,1763.8892700001597,41,800,8
1954-08-20 00:00:00,3503.108759999741,41,800,8
1954-08-21 00:00:00,875.7771900002845,41,800,8
1954-08-22 00:00:00,1751.5543800001033,41,800,8
1954-08-23 00:00:00,0,41,800,8
1954-08-24 00:00:00,0,41,800,8
1954-08-25 00:00:00,-15800.994090000167,41,800,8
1954-08-26 00:00:00,-17651.22758999979,41,800,8
1954-08-27 00:00:00,-15949.012769999914,41,800,8
1954-08-28 00:00:00,-25841.594550000504,41,800,8
1954-08-29 00:00:00,-25113.836039999966,41,800,8
1954-08-30 00:00:00,-19846.838010000065,41,800,8
1954-08-31 00:00:00,-14493.495749999769,41,800,8
1954-09-01 00:00:00,-9090.813930000179,41,800,8
1954-09-02 00:00:00,-11853.82928999979,41,800,8
1954-09-03 00:00:00,-9127.818599999882,41,800,8
1954-09-04 00:00:00,-5501.360940000042,41,800,8
1954-09-05 00:00:00,-5501.360940000042,41,800,8
1954-09-06 00:00:00,-4588.579080000054,41,800,8
1954-09-07 00:00:00,-4588.579080000054,41,800,8
1954-09-08 00:00:00,-925.1167500000447,41,800,8
1954-09-09 00:00:00,0,41,800,8
1954-09-10 00:00:00,0,41,800,8
1954-09-11 00:00:00,0,41,800,8
1954-09-12 00:00:00,0,41,800,8
1954-09-13 00:00:00,925.1167500000447,41,800,8
1954-09-14 00:00:00,-3675.797220000066,41,800,8
1954-09-15 00:00:00,-925.1167500000447,41,800,8
1954-09-16 00:00:00,-5526.03071999969,41,800,8
1954-09-17 00:00:00,1159.4796599997208,41,800,8
1954-09-18 00:00:00,1603.5357000003569,41,800,8
1954-09-19 00:00:00,925.1167500000447,41,800,8
1954-09-20 00:00:00,-1850.2335000000894,41,800,8
1954-09-21 00:00:00,1850.2335000000894,41,800,8
1954-09-22 00:00:00,0,41,800,8
1954-09-23 00:00:00,912.7818599995226,41,800,8
1954-09-24 00:00:00,-1837.8986099995673,41,800,8
1954-09-25 00:00:00,0,41,800,8
1954-09-26 00:00:00,6438.812579999678,41,800,8
1954-09-27 00:00:00,2763.0153600000776,41,800,8
1954-09-28 00:00:00,-3675.797220000066,41,800,8
1954-09-29 00:00:00,912.7818599999882,41,800,8
1954-09-30 00:00:00,-1837.898610000033,41,800,8
1954-10-01 00:00:00,-7363.9293299997225,41,800,8
1954-10-02 00:00:00,-25890.934110000264,41,800,8
1954-10-03 00:00:00,-16726.110840000212,41,800,8
1954-10-04 00:00:00,-15862.668539999984,41,800,8
1954-10-05 00:00:00,-25323.52916999953,41,800,8
1954-10-06 00:00:00,-7536.617790000513,41,800,8
1954-10-07 00:00:00,-19834.503119999543,41,800,8
1954-10-08 00:00:00,-15171.914700000081,41,800,8
1954-10-09 00:00:00,-4748.932649999857,41,800,8
1954-10-10 00:00:00,-4761.267539999913,41,800,8
1954-10-11 00:00:00,-4761.267540000379,41,800,8
1954-10-12 00:00:00,-4773.602429999504,41,800,8
1954-10-13 00:00:00,-15295.263600000646,41,800,8
1954-10-14 00:00:00,6697.8452699999325,41,800,8
1954-10-15 00:00:00,-962.1214199992828,41,800,8
1954-10-16 00:00:00,-949.7865300001577,41,800,8
1954-10-17 00:00:00,-1911.9079499999061,41,800,8
1954-10-18 00:00:00,-3836.1507900003344,41,800,8
1954-10-19 00:00:00,0,41,800,8
1954-10-20 00:00:00,-949.7865300001577,41,800,8
1954-10-21 00:00:00,-5760.393629999831,41,800,8
1954-10-22 00:00:00,962.1214200002141,41,800,8
1954-10-23 00:00:00,1911.9079499994405,41,800,8
1954-10-24 00:00:00,1924.2428400004283,41,800,8
1954-10-25 00:00:00,-2874.0293700001203,41,800,8
1954-10-26 00:00:00,-4798.272210000083,41,800,8
1954-10-27 00:00:00,3836.1507900003344,41,800,8
1954-10-28 00:00:00,0,41,800,8
1954-10-29 00:00:00,0,41,800,8
1954-10-30 00:00:00,2874.0293699996546,41,800,8
1954-10-31 00:00:00,-962.1214200002141,41,800,8
1954-11-01 00:00:00,-1911.9079499994405,41,800,8
1954-11-02 00:00:00,-962.1214200002141,41,800,8
1954-11-03 00:00:00,3836.1507899998687,41,800,8
1954-11-04 00:00:00,1924.2428399999626,41,800,8
1954-11-05 00:00:00,1911.9079499999061,41,800,8
1954-11-06 00:00:00,0,41,800,8
1954-11-07 00:00:00,-962.1214199997485,41,800,8
1954-11-08 00:00:00,0,41,800,8
1954-11-09 00:00:00,-16306.724580000155,41,800,8
1954-11-10 00:00:00,-3848.485679999925,41,800,8
1954-11-11 00:00:00,-962.1214199997485,41,800,8
1954-11-12 00:00:00,0,41,800,8
1954-11-13 00:00:00,-1936.577730000019,41,800,8
1954-11-14 00:00:00,974.456309999805,41,800,8
1954-11-15 00:00:00,2886.3642600001767,41,800,8
1954-11-16 00:00:00,-1924.2428399999626,41,800,8
1954-11-17 00:00:00,1924.2428399999626,41,800,8
1954-11-18 00:00:00,1924.242839999497,41,800,8
1954-11-19 00:00:00,1911.9079500003718,41,800,8
1954-11-20 00:00:00,-949.7865300001577,41,800,8
1954-11-21 00:00:00,3836.1507899998687,41,800,8
1954-11-22 00:00:00,2886.3642600001767,41,800,8
1954-11-23 00:00:00,962.1214200002141,41,800,8
1954-11-24 00:00:00,2874.0293700001203,41,800,8
1954-11-25 00:00:00,962.1214199997485,41,800,8
1954-11-26 00:00:00,0,41,800,8
1954-11-27 00:00:00,-962.1214199997485,41,800,8
1954-11-28 00:00:00,2874.0293699996546,41,800,8
1954-11-29 00:00:00,1924.2428399999626,41,800,8
1954-11-30 00:00:00,-962.1214199997485,41,800,8
1954-12-01 00:00:00,0,41,800,8
1954-12-02 00:00:00,1911.9079499999061,41,800,8
1954-12-03 00:00:00,962.1214199997485,41,800,8
1954-12-04 00:00:00,949.7865300001577,41,800,8
1954-12-05 00:00:00,5748.058739999775,41,800,8
1954-12-06 00:00:00,3823.815900000278,41,800,8
1954-12-07 00:00:00,-1911.9079499999061,41,800,8
1954-12-08 00:00:00,6685.510380000342,41,800,8
1954-12-09 00:00:00,1911.9079499999061,41,800,8
1954-12-10 00:00:00,0,41,800,8
1954-12-11 00:00:00,2861.694479999598,41,800,8
1954-12-12 00:00:00,10472.32161000045,41,800,8
1954-12-13 00:00:00,-1911.9079500003718,41,800,8
1954-12-14 00:00:00,7610.627129999921,41,800,8
1954-12-15 00:00:00,-3799.1461199996993,41,800,8
1954-12-16 00:00:00,5698.719180000015,41,800,8
1954-12-17 00:00:00,2849.3595900000073,41,800,8
1954-12-18 00:00:00,1887.2381699997932,41,800,8
1954-12-19 00:00:00,2849.3595900000073,41,800,8
1954-12-20 00:00:00,0,41,800,8
1954-12-21 00:00:00,4736.597760000266,41,800,8
1954-12-22 00:00:00,-949.7865300001577,41,800,8
1954-12-23 00:00:00,949.7865300001577,41,800,8
1954-12-24 00:00:00,2837.024699999485,41,800,8
1954-12-25 00:00:00,1887.2381700002588,41,800,8
1954-12-26 00:00:00,0,41,800,8
1954-12-27 00:00:00,0,41,800,8
1954-12-28 00:00:00,9448.52574000042,41,800,8
1954-12-29 00:00:00,949.786529999692,41,800,8
1954-12-30 00:00:00,3762.14144999953,41,800,8
1954-12-31 00:00:00,2824.68981000036,41,800,8
1955-01-01 00:00:00,5649.379620000254,41,800,8
1955-01-02 00:00:00,8461.734539999627,41,800,8
1955-01-03 00:00:00,10311.968040000182,41,800,8
1955-01-04 00:00:00,6537.491699999664,41,800,8
1955-01-05 00:00:00,8412.394980000332,41,800,8
1955-01-06 00:00:00,8387.725200000219,41,800,8
1955-01-07 00:00:00,9300.507059999742,41,800,8
1955-01-08 00:00:00,7733.976029999554,41,800,8
1955-01-09 00:00:00,15418.61250000028,41,800,8
1955-01-10 00:00:00,9966.591120000463,41,800,8
1955-01-11 00:00:00,7536.617789999582,41,800,8
1955-01-12 00:00:00,12852.955380000174,41,800,8
