#Data Set Export - Total Storage.Web-Daily-ac-ft@08461200,,,,
Timestamp (UTC-06:00),Value (TCM),Grade Code,Approval Level,Interpolation Type
1953-09-28 00:00:00,1128815.3,41,800,2
1953-09-29 00:00:00,1122499.9,41,800,2
1953-09-30 00:00:00,1112817.0,41,800,2
1953-10-01 00:00:00,1107044.3,41,800,2
1953-10-02 00:00:00,1101283.9,41,800,2
1953-10-03 00:00:00,1114753.6,41,800,2
1953-10-04 00:00:00,1126385.4,41,800,2
1953-10-05 00:00:00,1134181.0,41,800,2
1953-10-06 00:00:00,1135155.5,41,800,2
1953-10-07 00:00:00,1134181.0,41,800,2
1953-10-08 00:00:00,1138584.6,41,800,2
1953-10-09 00:00:00,1139559.0,41,800,2
1953-10-10 00:00:00,1140052.4,41,800,2
1953-10-11 00:00:00,1141026.9,41,800,2
1953-10-12 00:00:00,1142507.1,41,800,2
1953-10-13 00:00:00,1144468.3,41,800,2
1953-10-14 00:00:00,1146935.3,41,800,2
1953-10-15 00:00:00,1148908.9,41,800,2
1953-10-16 00:00:00,1146935.3,41,800,2
1953-10-17 00:00:00,1147428.7,41,800,2
1953-10-18 00:00:00,1142013.7,41,800,2
1953-10-19 00:00:00,1138091.2,41,800,2
1953-10-20 00:00:00,1133206.6,41,800,2
1953-10-21 00:00:00,1129296.4,41,800,2
1953-10-22 00:00:00,1170766.3,41,800,2
1953-10-23 00:00:00,1181300.3,41,800,2
1953-10-24 00:00:00,1229320.0,41,800,2
1953-10-25 00:00:00,1234513.0,41,800,2
1953-10-26 00:00:00,1242333.4,41,800,2
1953-10-27 00:00:00,1244948.4,41,800,2
1953-10-28 00:00:00,1247563.4,41,800,2
1953-10-29 00:00:00,1248611.8,41,800,2
1953-10-30 00:00:00,1251757.2,41,800,2
1953-10-31 00:00:00,1255433.0,41,800,2
1953-11-01 00:00:00,1257542.3,41,800,2
1953-11-02 00:00:00,1259651.5,41,800,2
1953-11-03 00:00:00,1261230.4,41,800,2
1953-11-04 00:00:00,1263882.4,41,800,2
1953-11-05 00:00:00,1263882.4,41,800,2
1953-11-06 00:00:00,1264412.8,41,800,2
1953-11-07 00:00:00,1264412.8,41,800,2
1953-11-08 00:00:00,1261760.8,41,800,2
1953-11-09 00:00:00,1261230.4,41,800,2
1953-11-10 00:00:00,1260712.3,41,800,2
1953-11-11 00:00:00,1260181.9,41,800,2
1953-11-12 00:00:00,1259651.5,41,800,2
1953-11-13 00:00:00,1259651.5,41,800,2
1953-11-14 00:00:00,1259121.1,41,800,2
1953-11-15 00:00:00,1259121.1,41,800,2
1953-11-16 00:00:00,1258603.1,41,800,2
1953-11-17 00:00:00,1258072.7,41,800,2
1953-11-18 00:00:00,1256493.8,41,800,2
1953-11-19 00:00:00,1252805.7,41,800,2
1953-11-20 00:00:00,1250708.7,41,800,2
1953-11-21 00:00:00,1247033.0,41,800,2
1953-11-22 00:00:00,1243899.9,41,800,2
1953-11-23 00:00:00,1240236.4,41,800,2
1953-11-24 00:00:00,1235549.2,41,800,2
1953-11-25 00:00:00,1230886.6,41,800,2
1953-11-26 00:00:00,1226076.0,41,800,2
1953-11-27 00:00:00,1222449.5,41,800,2
1953-11-28 00:00:00,1217305.9,41,800,2
1953-11-29 00:00:00,1212162.2,41,800,2
1953-11-30 00:00:00,1207549.0,41,800,2
1953-12-01 00:00:00,1203971.8,41,800,2
1953-12-02 00:00:00,1200912.8,41,800,2
1953-12-03 00:00:00,1194819.4,41,800,2
1953-12-04 00:00:00,1196842.3,41,800,2
1953-12-05 00:00:00,1186345.3,41,800,2
1953-12-06 00:00:00,1181806.0,41,800,2
1953-12-07 00:00:00,1179289.7,41,800,2
1953-12-08 00:00:00,1176267.7,41,800,2
1953-12-09 00:00:00,1173270.3,41,800,2
1953-12-10 00:00:00,1171765.4,41,800,2
1953-12-11 00:00:00,1170766.3,41,800,2
1953-12-12 00:00:00,1169261.5,41,800,2
1953-12-13 00:00:00,1169261.5,41,800,2
1953-12-14 00:00:00,1169261.5,41,800,2
1953-12-15 00:00:00,1168755.7,41,800,2
1953-12-16 00:00:00,1169261.5,41,800,2
1953-12-17 00:00:00,1168755.7,41,800,2
1953-12-18 00:00:00,1170260.6,41,800,2
1953-12-19 00:00:00,1170260.6,41,800,2
1953-12-20 00:00:00,1170260.6,41,800,2
1953-12-21 00:00:00,1171259.7,41,800,2
1953-12-22 00:00:00,1171765.4,41,800,2
1953-12-23 00:00:00,1169261.5,41,800,2
1953-12-24 00:00:00,1168262.3,41,800,2
1953-12-25 00:00:00,1168262.3,41,800,2
1953-12-26 00:00:00,1168262.3,41,800,2
1953-12-27 00:00:00,1167263.2,41,800,2
1953-12-28 00:00:00,1166264.1,41,800,2
1953-12-29 00:00:00,1166264.1,41,800,2
1953-12-30 00:00:00,1166264.1,41,800,2
1953-12-31 00:00:00,1166264.1,41,800,2
1954-01-01 00:00:00,1164278.2,41,800,2
1954-01-02 00:00:00,1163279.0,41,800,2
1954-01-03 00:00:00,1161786.5,41,800,2
1954-01-04 00:00:00,1160787.4,41,800,2
1954-01-05 00:00:00,1158308.1,41,800,2
1954-01-06 00:00:00,1150882.5,41,800,2
1954-01-07 00:00:00,1147428.7,41,800,2
1954-01-08 00:00:00,1143493.9,41,800,2
1954-01-09 00:00:00,1138584.6,41,800,2
1954-01-10 00:00:00,1131738.7,41,800,2
1954-01-11 00:00:00,1125892.0,41,800,2
1954-01-12 00:00:00,1122006.5,41,800,2
1954-01-13 00:00:00,1117652.3,41,800,2
1954-01-14 00:00:00,1111373.8,41,800,2
1954-01-15 00:00:00,1104157.9,41,800,2
1954-01-16 00:00:00,1096016.9,41,800,2
1954-01-17 00:00:00,1087431.8,41,800,2
1954-01-18 00:00:00,1076540.1,41,800,2
1954-01-19 00:00:00,1068534.7,41,800,2
1954-01-20 00:00:00,1060097.7,41,800,2
1954-01-21 00:00:00,1055891.5,41,800,2
1954-01-22 00:00:00,1054028.9,41,800,2
1954-01-23 00:00:00,1050303.8,41,800,2
1954-01-24 00:00:00,1043803.3,41,800,2
1954-01-25 00:00:00,1037339.8,41,800,2
1954-01-26 00:00:00,1029519.5,41,800,2
1954-01-27 00:00:00,1021736.1,41,800,2
1954-01-28 00:00:00,1014446.2,41,800,2
1954-01-29 00:00:00,1007649.7,41,800,2
1954-01-30 00:00:00,999521.0,41,800,2
1954-01-31 00:00:00,993674.3,41,800,2
1954-02-01 00:00:00,986964.1,41,800,2
1954-02-02 00:00:00,980722.6,41,800,2
1954-02-03 00:00:00,974505.8,41,800,2
1954-02-04 00:00:00,969214.2,41,800,2
1954-02-05 00:00:00,961282.8,41,800,2
1954-02-06 00:00:00,951661.6,41,800,2
1954-02-07 00:00:00,940794.6,41,800,2
1954-02-08 00:00:00,931296.7,41,800,2
1954-02-09 00:00:00,920590.0,41,800,2
1954-02-10 00:00:00,912078.9,41,800,2
1954-02-11 00:00:00,901927.3,41,800,2
1954-02-12 00:00:00,891023.3,41,800,2
1954-02-13 00:00:00,880205.6,41,800,2
1954-02-14 00:00:00,869461.9,41,800,2
1954-02-15 00:00:00,857188.7,41,800,2
1954-02-16 00:00:00,842596.5,41,800,2
1954-02-17 00:00:00,828966.4,41,800,2
1954-02-18 00:00:00,814695.0,41,800,2
1954-02-19 00:00:00,800583.9,41,800,2
1954-02-20 00:00:00,786645.4,41,800,2
1954-02-21 00:00:00,770955.4,41,800,2
1954-02-22 00:00:00,756980.0,41,800,2
1954-02-23 00:00:00,742424.8,41,800,2
1954-02-24 00:00:00,728782.4,41,800,2
1954-02-25 00:00:00,714955.0,41,800,2
1954-02-26 00:00:00,701312.6,41,800,2
1954-02-27 00:00:00,691728.4,41,800,2
1954-02-28 00:00:00,683649.1,41,800,2
1954-03-01 00:00:00,674940.6,41,800,2
1954-03-02 00:00:00,663937.9,41,800,2
1954-03-03 00:00:00,654082.3,41,800,2
1954-03-04 00:00:00,645669.9,41,800,2
1954-03-05 00:00:00,637689.3,41,800,2
1954-03-06 00:00:00,630424.0,41,800,2
1954-03-07 00:00:00,623886.5,41,800,2
1954-03-08 00:00:00,615794.8,41,800,2
1954-03-09 00:00:00,607148.1,41,800,2
1954-03-10 00:00:00,595146.2,41,800,2
1954-03-11 00:00:00,583637.8,41,800,2
1954-03-12 00:00:00,571413.9,41,800,2
1954-03-13 00:00:00,558203.2,41,800,2
1954-03-14 00:00:00,546127.4,41,800,2
1954-03-15 00:00:00,535124.6,41,800,2
1954-03-16 00:00:00,522629.4,41,800,2
1954-03-17 00:00:00,511491.0,41,800,2
1954-03-18 00:00:00,499748.2,41,800,2
1954-03-19 00:00:00,493889.1,41,800,2
1954-03-20 00:00:00,488215.0,41,800,2
1954-03-21 00:00:00,482664.3,41,800,2
1954-03-22 00:00:00,474646.7,41,800,2
1954-03-23 00:00:00,466752.3,41,800,2
1954-03-24 00:00:00,459104.7,41,800,2
1954-03-25 00:00:00,439615.6,41,800,2
1954-03-26 00:00:00,444426.2,41,800,2
1954-03-27 00:00:00,434064.9,41,800,2
1954-03-28 00:00:00,421113.2,41,800,2
1954-03-29 00:00:00,408655.0,41,800,2
1954-03-30 00:00:00,395802.0,41,800,2
1954-03-31 00:00:00,382653.0,41,800,2
1954-04-01 00:00:00,367999.2,41,800,2
1954-04-02 00:00:00,355837.0,41,800,2
1954-04-03 00:00:00,342256.3,41,800,2
1954-04-04 00:00:00,328021.8,41,800,2
1954-04-05 00:00:00,313429.6,41,800,2
1954-04-06 00:00:00,298751.1,41,800,2
1954-04-07 00:00:00,291325.5,41,800,2
1954-04-08 00:00:00,287514.0,41,800,2
1954-04-09 00:00:00,331574.2,41,800,2
1954-04-10 00:00:00,366765.7,41,800,2
1954-04-11 00:00:00,382653.0,41,800,2
1954-04-12 00:00:00,389301.5,41,800,2
1954-04-13 00:00:00,391891.9,41,800,2
1954-04-14 00:00:00,395592.3,41,800,2
1954-04-15 00:00:00,412256.8,41,800,2
1954-04-16 00:00:00,434496.6,41,800,2
1954-04-17 00:00:00,459388.4,41,800,2
1954-04-18 00:00:00,492766.6,41,800,2
1954-04-19 00:00:00,506828.4,41,800,2
1954-04-20 00:00:00,516202.9,41,800,2
1954-04-21 00:00:00,524035.6,41,800,2
1954-04-22 00:00:00,529129.9,41,800,2
1954-04-23 00:00:00,532559.0,41,800,2
1954-04-24 00:00:00,534557.2,41,800,2
1954-04-25 00:00:00,560879.9,41,800,2
1954-04-26 00:00:00,587350.6,41,800,2
1954-04-27 00:00:00,595775.3,41,800,2
1954-04-28 00:00:00,600166.5,41,800,2
1954-04-29 00:00:00,603336.6,41,800,2
1954-04-30 00:00:00,604607.1,41,800,2
1954-05-01 00:00:00,602695.2,41,800,2
1954-05-02 00:00:00,622912.1,41,800,2
1954-05-03 00:00:00,631090.1,41,800,2
1954-05-04 00:00:00,628462.8,41,800,2
1954-05-05 00:00:00,624873.3,41,800,2
1954-05-06 00:00:00,621296.2,41,800,2
1954-05-07 00:00:00,617077.7,41,800,2
1954-05-08 00:00:00,612908.5,41,800,2
1954-05-09 00:00:00,609060.0,41,800,2
1954-05-10 00:00:00,604607.1,41,800,2
1954-05-11 00:00:00,601437.0,41,800,2
1954-05-12 00:00:00,598600.0,41,800,2
1954-05-13 00:00:00,593259.0,41,800,2
1954-05-14 00:00:00,587350.6,41,800,2
1954-05-15 00:00:00,580874.8,41,800,2
1954-05-16 00:00:00,572622.7,41,800,2
1954-05-17 00:00:00,562372.4,41,800,2
1954-05-18 00:00:00,558795.3,41,800,2
1954-05-19 00:00:00,570797.1,41,800,2
1954-05-20 00:00:00,574448.3,41,800,2
1954-05-21 00:00:00,569588.3,41,800,2
1954-05-22 00:00:00,557006.7,41,800,2
1954-05-23 00:00:00,549050.7,41,800,2
1954-05-24 00:00:00,561484.3,41,800,2
1954-05-25 00:00:00,584562.9,41,800,2
1954-05-26 00:00:00,597970.9,41,800,2
1954-05-27 00:00:00,645003.9,41,800,2
1954-05-28 00:00:00,674595.3,41,800,2
1954-05-29 00:00:00,680849.1,41,800,2
1954-05-30 00:00:00,675298.4,41,800,2
1954-05-31 00:00:00,668736.2,41,800,2
1954-06-01 00:00:00,659497.4,41,800,2
1954-06-02 00:00:00,648013.6,41,800,2
1954-06-03 00:00:00,635037.3,41,800,2
1954-06-04 00:00:00,621937.6,41,800,2
1954-06-05 00:00:00,607789.5,41,800,2
1954-06-06 00:00:00,594517.1,41,800,2
1954-06-07 00:00:00,580566.4,41,800,2
1954-06-08 00:00:00,567775.1,41,800,2
1954-06-09 00:00:00,555526.5,41,800,2
1954-06-10 00:00:00,542056.8,41,800,2
1954-06-11 00:00:00,528278.8,41,800,2
1954-06-12 00:00:00,514537.7,41,800,2
1954-06-13 00:00:00,499476.8,41,800,2
1954-06-14 00:00:00,487191.2,41,800,2
1954-06-15 00:00:00,474646.7,41,800,2
1954-06-16 00:00:00,465950.6,41,800,2
1954-06-17 00:00:00,517041.7,41,800,2
1954-06-18 00:00:00,607789.5,41,800,2
1954-06-19 00:00:00,655426.8,41,800,2
1954-06-20 00:00:00,658485.9,41,800,2
1954-06-21 00:00:00,660188.1,41,800,2
1954-06-22 00:00:00,659164.3,41,800,2
1954-06-23 00:00:00,656105.3,41,800,2
1954-06-24 00:00:00,655426.8,41,800,2
1954-06-25 00:00:00,662223.4,41,800,2
1954-06-26 00:00:00,696687.1,41,800,2
1954-06-27 00:00:00,725859.1,41,800,2
1954-06-28 00:00:00,729522.5,41,800,2
1954-06-29 00:00:00,845828.2,41,800,2
1954-06-30 00:00:00,1648287.0,41,800,2
1954-07-01 00:00:00,2506499.5,41,800,2
1954-07-02 00:00:00,2593596.1,41,800,2
1954-07-03 00:00:00,2614602.5,41,800,2
1954-07-04 00:00:00,2622509.1,41,800,2
1954-07-05 00:00:00,2631316.2,41,800,2
1954-07-06 00:00:00,2641023.8,41,800,2
1954-07-07 00:00:00,2647215.9,41,800,2
1954-07-08 00:00:00,2652532.3,41,800,2
1954-07-09 00:00:00,2658749.0,41,800,2
1954-07-10 00:00:00,2664077.7,41,800,2
1954-07-11 00:00:00,2668530.6,41,800,2
1954-07-12 00:00:00,2673871.6,41,800,2
1954-07-13 00:00:00,2675660.2,41,800,2
1954-07-14 00:00:00,2680125.4,41,800,2
1954-07-15 00:00:00,2681901.6,41,800,2
1954-07-16 00:00:00,2681901.6,41,800,2
1954-07-17 00:00:00,2686379.2,41,800,2
1954-07-18 00:00:00,2688167.8,41,800,2
1954-07-19 00:00:00,2687267.3,41,800,2
1954-07-20 00:00:00,2686379.2,41,800,2
1954-07-21 00:00:00,2684590.6,41,800,2
1954-07-22 00:00:00,2681901.6,41,800,2
1954-07-23 00:00:00,2678336.9,41,800,2
1954-07-24 00:00:00,2678336.9,41,800,2
1954-07-25 00:00:00,2678336.9,41,800,2
1954-07-26 00:00:00,2677436.4,41,800,2
1954-07-27 00:00:00,2676548.3,41,800,2
1954-07-28 00:00:00,2674759.7,41,800,2
1954-07-29 00:00:00,2672095.4,41,800,2
1954-07-30 00:00:00,2671195.0,41,800,2
1954-07-31 00:00:00,2675660.2,41,800,2
1954-08-01 00:00:00,2675660.2,41,800,2
1954-08-02 00:00:00,2672095.4,41,800,2
1954-08-03 00:00:00,2671195.0,41,800,2
1954-08-04 00:00:00,2670306.8,41,800,2
1954-08-05 00:00:00,2665853.9,41,800,2
1954-08-06 00:00:00,2664965.8,41,800,2
1954-08-07 00:00:00,2662301.5,41,800,2
1954-08-08 00:00:00,2658749.0,41,800,2
1954-08-09 00:00:00,2649880.3,41,800,2
1954-08-10 00:00:00,2643675.8,41,800,2
1954-08-11 00:00:00,2639259.9,41,800,2
1954-08-12 00:00:00,2637496.0,41,800,2
1954-08-13 00:00:00,2633968.3,41,800,2
1954-08-14 00:00:00,2627788.5,41,800,2
1954-08-15 00:00:00,2623397.2,41,800,2
1954-08-16 00:00:00,2618993.7,41,800,2
1954-08-17 00:00:00,2617242.1,41,800,2
1954-08-18 00:00:00,2616354.0,41,800,2
1954-08-19 00:00:00,2617242.1,41,800,2
1954-08-20 00:00:00,2615478.2,41,800,2
1954-08-21 00:00:00,2611975.1,41,800,2
1954-08-22 00:00:00,2611099.4,41,800,2
1954-08-23 00:00:00,2609347.8,41,800,2
1954-08-24 00:00:00,2609347.8,41,800,2
1954-08-25 00:00:00,2609347.8,41,800,2
1954-08-26 00:00:00,2625148.8,41,800,2
1954-08-27 00:00:00,2642800.0,41,800,2
1954-08-28 00:00:00,2658749.0,41,800,2
1954-08-29 00:00:00,2684590.6,41,800,2
1954-08-30 00:00:00,2709704.5,41,800,2
1954-08-31 00:00:00,2729551.3,41,800,2
1954-09-01 00:00:00,2744044.8,41,800,2
1954-09-02 00:00:00,2753135.6,41,800,2
1954-09-03 00:00:00,2764989.5,41,800,2
1954-09-04 00:00:00,2774117.3,41,800,2
1954-09-05 00:00:00,2779618.7,41,800,2
1954-09-06 00:00:00,2785120.0,41,800,2
1954-09-07 00:00:00,2789708.6,41,800,2
1954-09-08 00:00:00,2794297.2,41,800,2
1954-09-09 00:00:00,2795222.3,41,800,2
1954-09-10 00:00:00,2795222.3,41,800,2
1954-09-11 00:00:00,2795222.3,41,800,2
1954-09-12 00:00:00,2795222.3,41,800,2
1954-09-13 00:00:00,2795222.3,41,800,2
1954-09-14 00:00:00,2794297.2,41,800,2
1954-09-15 00:00:00,2797973.0,41,800,2
1954-09-16 00:00:00,2798898.1,41,800,2
1954-09-17 00:00:00,2804424.1,41,800,2
1954-09-18 00:00:00,2803264.6,41,800,2
1954-09-19 00:00:00,2801661.1,41,800,2
1954-09-20 00:00:00,2800736.0,41,800,2
1954-09-21 00:00:00,2802586.2,41,800,2
1954-09-22 00:00:00,2800736.0,41,800,2
1954-09-23 00:00:00,2800736.0,41,800,2
1954-09-24 00:00:00,2799823.2,41,800,2
1954-09-25 00:00:00,2801661.1,41,800,2
1954-09-26 00:00:00,2801661.1,41,800,2
1954-09-27 00:00:00,2795222.3,41,800,2
1954-09-28 00:00:00,2792459.3,41,800,2
1954-09-29 00:00:00,2796135.1,41,800,2
1954-09-30 00:00:00,2795222.3,41,800,2
1954-10-01 00:00:00,2797060.2,41,800,2
1954-10-02 00:00:00,2804424.1,41,800,2
1954-10-03 00:00:00,2830315.1,41,800,2
1954-10-04 00:00:00,2847041.2,41,800,2
1954-10-05 00:00:00,2862903.9,41,800,2
1954-10-06 00:00:00,2888227.4,41,800,2
1954-10-07 00:00:00,2895764.0,41,800,2
1954-10-08 00:00:00,2915598.5,41,800,2
1954-10-09 00:00:00,2930770.4,41,800,2
1954-10-10 00:00:00,2935519.4,41,800,2
1954-10-11 00:00:00,2940280.6,41,800,2
1954-10-12 00:00:00,2945041.9,41,800,2
1954-10-13 00:00:00,2949815.5,41,800,2
1954-10-14 00:00:00,2965110.8,41,800,2
1954-10-15 00:00:00,2958412.9,41,800,2
1954-10-16 00:00:00,2959375.0,41,800,2
1954-10-17 00:00:00,2960324.8,41,800,2
1954-10-18 00:00:00,2962236.7,41,800,2
1954-10-19 00:00:00,2966072.9,41,800,2
1954-10-20 00:00:00,2966072.9,41,800,2
1954-10-21 00:00:00,2967022.7,41,800,2
1954-10-22 00:00:00,2972783.1,41,800,2
1954-10-23 00:00:00,2971821.0,41,800,2
1954-10-24 00:00:00,2969909.0,41,800,2
1954-10-25 00:00:00,2967984.8,41,800,2
1954-10-26 00:00:00,2970858.8,41,800,2
1954-10-27 00:00:00,2975657.1,41,800,2
1954-10-28 00:00:00,2971821.0,41,800,2
1954-10-29 00:00:00,2971821.0,41,800,2
1954-10-30 00:00:00,2971821.0,41,800,2
1954-10-31 00:00:00,2968946.9,41,800,2
1954-11-01 00:00:00,2969909.0,41,800,2
1954-11-02 00:00:00,2971821.0,41,800,2
1954-11-03 00:00:00,2972783.1,41,800,2
1954-11-04 00:00:00,2968946.9,41,800,2
1954-11-05 00:00:00,2967022.7,41,800,2
1954-11-06 00:00:00,2965110.8,41,800,2
1954-11-07 00:00:00,2965110.8,41,800,2
1954-11-08 00:00:00,2966072.9,41,800,2
1954-11-09 00:00:00,2966072.9,41,800,2
1954-11-10 00:00:00,2982379.6,41,800,2
1954-11-11 00:00:00,2986228.1,41,800,2
1954-11-12 00:00:00,2987190.2,41,800,2
1954-11-13 00:00:00,2987190.2,41,800,2
1954-11-14 00:00:00,2989126.8,41,800,2
1954-11-15 00:00:00,2988152.3,41,800,2
1954-11-16 00:00:00,2985266.0,41,800,2
1954-11-17 00:00:00,2987190.2,41,800,2
1954-11-18 00:00:00,2985266.0,41,800,2
1954-11-19 00:00:00,2983341.7,41,800,2
1954-11-20 00:00:00,2981429.8,41,800,2
1954-11-21 00:00:00,2982379.6,41,800,2
1954-11-22 00:00:00,2978543.5,41,800,2
1954-11-23 00:00:00,2975657.1,41,800,2
1954-11-24 00:00:00,2974695.0,41,800,2
1954-11-25 00:00:00,2971821.0,41,800,2
1954-11-26 00:00:00,2970858.8,41,800,2
1954-11-27 00:00:00,2970858.8,41,800,2
1954-11-28 00:00:00,2971821.0,41,800,2
1954-11-29 00:00:00,2968946.9,41,800,2
1954-11-30 00:00:00,2967022.7,41,800,2
1954-12-01 00:00:00,2967984.8,41,800,2
1954-12-02 00:00:00,2967984.8,41,800,2
1954-12-03 00:00:00,2966072.9,41,800,2
1954-12-04 00:00:00,2965110.8,41,800,2
1954-12-05 00:00:00,2964161.0,41,800,2
1954-12-06 00:00:00,2958412.9,41,800,2
1954-12-07 00:00:00,2954589.1,41,800,2
1954-12-08 00:00:00,2956501.0,41,800,2
1954-12-09 00:00:00,2949815.5,41,800,2
1954-12-10 00:00:00,2947903.6,41,800,2
1954-12-11 00:00:00,2947903.6,41,800,2
1954-12-12 00:00:00,2945041.9,41,800,2
1954-12-13 00:00:00,2934569.6,41,800,2
1954-12-14 00:00:00,2936481.5,41,800,2
1954-12-15 00:00:00,2928870.9,41,800,2
1954-12-16 00:00:00,2932670.0,41,800,2
1954-12-17 00:00:00,2926971.3,41,800,2
1954-12-18 00:00:00,2924121.9,41,800,2
1954-12-19 00:00:00,2922234.7,41,800,2
1954-12-20 00:00:00,2919385.3,41,800,2
1954-12-21 00:00:00,2919385.3,41,800,2
1954-12-22 00:00:00,2914648.7,41,800,2
1954-12-23 00:00:00,2915598.5,41,800,2
1954-12-24 00:00:00,2914648.7,41,800,2
1954-12-25 00:00:00,2911811.7,41,800,2
1954-12-26 00:00:00,2909924.5,41,800,2
1954-12-27 00:00:00,2909924.5,41,800,2
1954-12-28 00:00:00,2909924.5,41,800,2
1954-12-29 00:00:00,2900475.9,41,800,2
1954-12-30 00:00:00,2899526.1,41,800,2
1954-12-31 00:00:00,2895764.0,41,800,2
1955-01-01 00:00:00,2892939.3,41,800,2
1955-01-02 00:00:00,2887289.9,41,800,2
1955-01-03 00:00:00,2878828.2,41,800,2
1955-01-04 00:00:00,2868516.2,41,800,2
1955-01-05 00:00:00,2861978.7,41,800,2
1955-01-06 00:00:00,2853566.3,41,800,2
1955-01-07 00:00:00,2845178.6,41,800,2
1955-01-08 00:00:00,2835878.1,41,800,2
1955-01-09 00:00:00,2828144.1,41,800,2
1955-01-10 00:00:00,2812725.5,41,800,2
1955-01-11 00:00:00,2802758.9,41,800,2
1955-01-12 00:00:00,2795222.3,41,800,2
1955-01-13 00:00:00,2782369.3,41,800,2
1955-01-14 00:00:00,2770466.2,41,800,2
1955-01-15 00:00:00,2758600.0,41,800,2
1955-01-16 00:00:00,2741331.2,41,800,2
1955-01-17 00:00:00,2733165.5,41,800,2
1955-01-18 00:00:00,2717808.5,41,800,2
1955-01-19 00:00:00,2701612.8,41,800,2
1955-01-20 00:00:00,2690856.8,41,800,2
1955-01-21 00:00:00,2675660.2,41,800,2
1955-01-22 00:00:00,2659637.2,41,800,2
1955-01-23 00:00:00,2648104.0,41,800,2
1955-01-24 00:00:00,2633968.3,41,800,2
1955-01-25 00:00:00,2620757.6,41,800,2
1955-01-26 00:00:00,2610223.6,41,800,2
1955-01-27 00:00:00,2596223.5,41,800,2
1955-01-28 00:00:00,2583136.2,41,800,2
1955-01-29 00:00:00,2567507.8,41,800,2
1955-01-30 00:00:00,2554531.5,41,800,2
1955-01-31 00:00:00,2540741.1,41,800,2
1955-02-01 00:00:00,2533007.2,41,800,2
1955-02-02 00:00:00,2520166.5,41,800,2
1955-02-03 00:00:00,2509916.2,41,800,2
1955-02-04 00:00:00,2502243.9,41,800,2
1955-02-05 00:00:00,2489502.0,41,800,2
1955-02-06 00:00:00,2477660.5,41,800,2
1955-02-07 00:00:00,2468372.3,41,800,2
1955-02-08 00:00:00,2452398.6,41,800,2
1955-02-09 00:00:00,2443184.5,41,800,2
1955-02-10 00:00:00,2440668.2,41,800,2
1955-02-11 00:00:00,2423991.4,41,800,2
1955-02-12 00:00:00,2412359.6,41,800,2
1955-02-13 00:00:00,2404909.3,41,800,2
1955-02-14 00:00:00,2393339.2,41,800,2
1955-02-15 00:00:00,2385925.9,41,800,2
1955-02-16 00:00:00,2380979.6,41,800,2
1955-02-17 00:00:00,2370334.6,41,800,2
1955-02-18 00:00:00,2364586.5,41,800,2
1955-02-19 00:00:00,2358863.1,41,800,2
1955-02-20 00:00:00,2353152.1,41,800,2
1955-02-21 00:00:00,2348267.5,41,800,2
1955-02-22 00:00:00,2343382.9,41,800,2
1955-02-23 00:00:00,2340126.4,41,800,2
1955-02-24 00:00:00,2338510.6,41,800,2
1955-02-25 00:00:00,2333638.3,41,800,2
1955-02-26 00:00:00,2329592.4,41,800,2
1955-02-27 00:00:00,2325546.6,41,800,2
1955-02-28 00:00:00,2323918.4,41,800,2
1955-03-01 00:00:00,2318269.0,41,800,2
