#Data Set Export - Reservoir Elevation.Web-Daily-m@08461200,,,,
Timestamp (UTC-06:00),Value (m),Grade Code,Approval Level,Interpolation Type
1953-10-26 00:00:00,82.93608,41,800,2
1953-10-27 00:00:00,82.9818,41,800,2
1953-10-28 00:00:00,82.99704000000001,41,800,2
1953-10-29 00:00:00,83.01228,41,800,2
1953-10-30 00:00:00,83.018376,41,800,2
1953-10-31 00:00:00,83.036664,41,800,2
1953-11-01 00:00:00,83.058,41,800,2
1953-11-02 00:00:00,83.070192,41,800,2
1953-11-03 00:00:00,83.082384,41,800,2
1953-11-04 00:00:00,83.09152800000001,41,800,2
1953-11-05 00:00:00,83.10676800000002,41,800,2
1953-11-06 00:00:00,83.10676800000002,41,800,2
1953-11-07 00:00:00,83.10981600000001,41,800,2
1953-11-08 00:00:00,83.10981600000001,41,800,2
1953-11-09 00:00:00,83.094576,41,800,2
1953-11-10 00:00:00,83.09152800000001,41,800,2
1953-11-11 00:00:00,83.08848,41,800,2
1953-11-12 00:00:00,83.085432,41,800,2
1953-11-13 00:00:00,83.082384,41,800,2
1953-11-14 00:00:00,83.082384,41,800,2
1953-11-15 00:00:00,83.079336,41,800,2
1953-11-16 00:00:00,83.079336,41,800,2
1953-11-17 00:00:00,83.076288,41,800,2
1953-11-18 00:00:00,83.07324000000001,41,800,2
1953-11-19 00:00:00,83.06409599999999,41,800,2
1953-11-20 00:00:00,83.04276,41,800,2
1953-11-21 00:00:00,83.03056800000002,41,800,2
1953-11-22 00:00:00,83.009232,41,800,2
1953-11-23 00:00:00,82.990944,41,800,2
1953-11-24 00:00:00,82.969608,41,800,2
1953-11-25 00:00:00,82.942176,41,800,2
1953-11-26 00:00:00,82.914744,41,800,2
1953-11-27 00:00:00,82.884264,41,800,2
1953-11-28 00:00:00,82.86292800000001,41,800,2
1953-11-29 00:00:00,82.832448,41,800,2
1953-11-30 00:00:00,82.80196800000002,41,800,2
1953-12-01 00:00:00,82.774536,41,800,2
1953-12-02 00:00:00,82.7532,41,800,2
1953-12-03 00:00:00,82.73491200000001,41,800,2
1953-12-04 00:00:00,82.698336,41,800,2
1953-12-05 00:00:00,82.71052800000001,41,800,2
1953-12-06 00:00:00,82.64956800000002,41,800,2
1953-12-07 00:00:00,82.622136,41,800,2
1953-12-08 00:00:00,82.60689599999999,41,800,2
1953-12-09 00:00:00,82.588608,41,800,2
1953-12-10 00:00:00,82.57032,41,800,2
1953-12-11 00:00:00,82.561176,41,800,2
1953-12-12 00:00:00,82.55508000000002,41,800,2
1953-12-13 00:00:00,82.545936,41,800,2
1953-12-14 00:00:00,82.545936,41,800,2
1953-12-15 00:00:00,82.545936,41,800,2
1953-12-16 00:00:00,82.542888,41,800,2
1953-12-17 00:00:00,82.545936,41,800,2
1953-12-18 00:00:00,82.542888,41,800,2
1953-12-19 00:00:00,82.552032,41,800,2
1953-12-20 00:00:00,82.552032,41,800,2
1953-12-21 00:00:00,82.552032,41,800,2
1953-12-22 00:00:00,82.55812800000001,41,800,2
1953-12-23 00:00:00,82.561176,41,800,2
1953-12-24 00:00:00,82.545936,41,800,2
1953-12-25 00:00:00,82.53984000000001,41,800,2
1953-12-26 00:00:00,82.53984000000001,41,800,2
1953-12-27 00:00:00,82.53984000000001,41,800,2
1953-12-28 00:00:00,82.533744,41,800,2
1953-12-29 00:00:00,82.527648,41,800,2
1953-12-30 00:00:00,82.527648,41,800,2
1953-12-31 00:00:00,82.527648,41,800,2
1954-01-01 00:00:00,82.527648,41,800,2
1954-01-02 00:00:00,82.51545600000001,41,800,2
1954-01-03 00:00:00,82.50936,41,800,2
1954-01-04 00:00:00,82.50021600000001,41,800,2
1954-01-05 00:00:00,82.49412,41,800,2
1954-01-06 00:00:00,82.47888000000002,41,800,2
1954-01-07 00:00:00,82.43316,41,800,2
1954-01-08 00:00:00,82.411824,41,800,2
1954-01-09 00:00:00,82.38744000000001,41,800,2
1954-01-10 00:00:00,82.35696,41,800,2
1954-01-11 00:00:00,82.314288,41,800,2
1954-01-12 00:00:00,82.27771200000001,41,800,2
1954-01-13 00:00:00,82.25332800000001,41,800,2
1954-01-14 00:00:00,82.22589599999999,41,800,2
1954-01-15 00:00:00,82.186272,41,800,2
1954-01-16 00:00:00,82.14055200000001,41,800,2
1954-01-17 00:00:00,82.088736,41,800,2
1954-01-18 00:00:00,82.033872,41,800,2
1954-01-19 00:00:00,81.96376800000002,41,800,2
1954-01-20 00:00:00,81.91195200000001,41,800,2
1954-01-21 00:00:00,81.857088,41,800,2
1954-01-22 00:00:00,81.82965600000001,41,800,2
1954-01-23 00:00:00,81.817464,41,800,2
1954-01-24 00:00:00,81.79308000000002,41,800,2
1954-01-25 00:00:00,81.750408,41,800,2
1954-01-26 00:00:00,81.707736,41,800,2
1954-01-27 00:00:00,81.65592,41,800,2
1954-01-28 00:00:00,81.604104,41,800,2
1954-01-29 00:00:00,81.555336,41,800,2
1954-01-30 00:00:00,81.50961600000001,41,800,2
1954-01-31 00:00:00,81.45475200000001,41,800,2
1954-02-01 00:00:00,81.41512800000001,41,800,2
1954-02-02 00:00:00,81.36940799999999,41,800,2
1954-02-03 00:00:00,81.326736,41,800,2
1954-02-04 00:00:00,81.284064,41,800,2
1954-02-05 00:00:00,81.247488,41,800,2
1954-02-06 00:00:00,81.19262400000001,41,800,2
1954-02-07 00:00:00,81.12556800000002,41,800,2
1954-02-08 00:00:00,81.04936800000002,41,800,2
1954-02-09 00:00:00,80.98231200000001,41,800,2
1954-02-10 00:00:00,80.90611200000001,41,800,2
1954-02-11 00:00:00,80.84515200000001,41,800,2
1954-02-12 00:00:00,80.772,41,800,2
1954-02-13 00:00:00,80.69275200000001,41,800,2
1954-02-14 00:00:00,80.613504,41,800,2
1954-02-15 00:00:00,80.53425600000001,41,800,2
1954-02-16 00:00:00,80.44281600000001,41,800,2
1954-02-17 00:00:00,80.333088,41,800,2
1954-02-18 00:00:00,80.22945600000001,41,800,2
1954-02-19 00:00:00,80.11972800000001,41,800,2
1954-02-20 00:00:00,80.01,41,800,2
1954-02-21 00:00:00,79.900272,41,800,2
1954-02-22 00:00:00,79.775304,41,800,2
1954-02-23 00:00:00,79.66252800000001,41,800,2
1954-02-24 00:00:00,79.54365600000001,41,800,2
1954-02-25 00:00:00,79.43088000000002,41,800,2
1954-02-26 00:00:00,79.31505600000001,41,800,2
1954-02-27 00:00:00,79.199232,41,800,2
1954-02-28 00:00:00,79.116936,41,800,2
1954-03-01 00:00:00,79.046832,41,800,2
1954-03-02 00:00:00,78.970632,41,800,2
1954-03-03 00:00:00,78.873096,41,800,2
1954-03-04 00:00:00,78.784704,41,800,2
1954-03-05 00:00:00,78.708504,41,800,2
1954-03-06 00:00:00,78.63535200000001,41,800,2
1954-03-07 00:00:00,78.568296,41,800,2
1954-03-08 00:00:00,78.507336,41,800,2
1954-03-09 00:00:00,78.431136,41,800,2
1954-03-10 00:00:00,78.34884000000001,41,800,2
1954-03-11 00:00:00,78.233016,41,800,2
1954-03-12 00:00:00,78.12024000000001,41,800,2
1954-03-13 00:00:00,77.99832,41,800,2
1954-03-14 00:00:00,77.864208,41,800,2
1954-03-15 00:00:00,77.73924000000001,41,800,2
1954-03-16 00:00:00,77.623416,41,800,2
1954-03-17 00:00:00,77.489304,41,800,2
1954-03-18 00:00:00,77.367384,41,800,2
1954-03-19 00:00:00,77.23632,41,800,2
1954-03-20 00:00:00,77.16926400000001,41,800,2
1954-03-21 00:00:00,77.105256,41,800,2
1954-03-22 00:00:00,77.041248,41,800,2
1954-03-23 00:00:00,76.94676,41,800,2
1954-03-24 00:00:00,76.852272,41,800,2
1954-03-25 00:00:00,76.76083200000001,41,800,2
1954-03-26 00:00:00,76.67244000000001,41,800,2
1954-03-27 00:00:00,76.57795200000001,41,800,2
1954-03-28 00:00:00,76.446888,41,800,2
1954-03-29 00:00:00,76.279248,41,800,2
1954-03-30 00:00:00,76.111608,41,800,2
1954-03-31 00:00:00,75.934824,41,800,2
1954-04-01 00:00:00,75.748896,41,800,2
1954-04-02 00:00:00,75.53553600000001,41,800,2
1954-04-03 00:00:00,75.35265600000001,41,800,2
1954-04-04 00:00:00,75.14234400000001,41,800,2
1954-04-05 00:00:00,74.91374400000001,41,800,2
1954-04-06 00:00:00,74.669904,41,800,2
1954-04-07 00:00:00,74.413872,41,800,2
1954-04-08 00:00:00,74.27976,41,800,2
1954-04-09 00:00:00,74.20965600000001,41,800,2
1954-04-10 00:00:00,74.97165600000001,41,800,2
1954-04-11 00:00:00,75.517248,41,800,2
1954-04-12 00:00:00,75.748896,41,800,2
1954-04-13 00:00:00,75.84338400000001,41,800,2
1954-04-14 00:00:00,75.87996,41,800,2
1954-04-15 00:00:00,75.931776,41,800,2
1954-04-16 00:00:00,76.160376,41,800,2
1954-04-17 00:00:00,76.452984,41,800,2
1954-04-18 00:00:00,76.76388,41,800,2
1954-04-19 00:00:00,77.157072,41,800,2
1954-04-20 00:00:00,77.315568,41,800,2
1954-04-21 00:00:00,77.4192,41,800,2
1954-04-22 00:00:00,77.50454400000001,41,800,2
1954-04-23 00:00:00,77.559408,41,800,2
1954-04-24 00:00:00,77.595984,41,800,2
1954-04-25 00:00:00,77.61732,41,800,2
1954-04-26 00:00:00,77.89164000000001,41,800,2
1954-04-27 00:00:00,78.156816,41,800,2
1954-04-28 00:00:00,78.239112,41,800,2
1954-04-29 00:00:00,78.281784,41,800,2
1954-04-30 00:00:00,78.312264,41,800,2
1954-05-01 00:00:00,78.32445600000001,41,800,2
1954-05-02 00:00:00,78.30616800000001,41,800,2
1954-05-03 00:00:00,78.49819200000002,41,800,2
1954-05-04 00:00:00,78.574392,41,800,2
1954-05-05 00:00:00,78.55000799999999,41,800,2
1954-05-06 00:00:00,78.51648000000002,41,800,2
1954-05-07 00:00:00,78.48295200000001,41,800,2
1954-05-08 00:00:00,78.44332800000001,41,800,2
1954-05-09 00:00:00,78.403704,41,800,2
1954-05-10 00:00:00,78.36712800000001,41,800,2
1954-05-11 00:00:00,78.32445600000001,41,800,2
1954-05-12 00:00:00,78.293976,41,800,2
1954-05-13 00:00:00,78.266544,41,800,2
1954-05-14 00:00:00,78.21472800000001,41,800,2
1954-05-15 00:00:00,78.156816,41,800,2
1954-05-16 00:00:00,78.09280799999999,41,800,2
1954-05-17 00:00:00,78.010512,41,800,2
1954-05-18 00:00:00,77.90688,41,800,2
1954-05-19 00:00:00,77.870304,41,800,2
1954-05-20 00:00:00,77.99222400000001,41,800,2
1954-05-21 00:00:00,78.0288,41,800,2
1954-05-22 00:00:00,77.98003200000001,41,800,2
1954-05-23 00:00:00,77.870304,41,800,2
1954-05-24 00:00:00,77.76972,41,800,2
1954-05-25 00:00:00,77.897736,41,800,2
1954-05-26 00:00:00,78.129384,41,800,2
1954-05-27 00:00:00,78.260448,41,800,2
1954-05-28 00:00:00,78.70240799999999,41,800,2
1954-05-29 00:00:00,78.967584,41,800,2
1954-05-30 00:00:00,79.022448,41,800,2
1954-05-31 00:00:00,78.97368000000002,41,800,2
1954-06-01 00:00:00,78.91576800000001,41,800,2
1954-06-02 00:00:00,78.833472,41,800,2
1954-06-03 00:00:00,78.72984000000001,41,800,2
1954-06-04 00:00:00,78.61096800000001,41,800,2
1954-06-05 00:00:00,78.489048,41,800,2
1954-06-06 00:00:00,78.354936,41,800,2
1954-06-07 00:00:00,78.22691999999999,41,800,2
1954-06-08 00:00:00,78.08976,41,800,2
1954-06-09 00:00:00,77.96174400000001,41,800,2
1954-06-10 00:00:00,77.836776,41,800,2
1954-06-11 00:00:00,77.696568,41,800,2
1954-06-12 00:00:00,77.55026400000001,41,800,2
1954-06-13 00:00:00,77.400912,41,800,2
1954-06-14 00:00:00,77.233272,41,800,2
1954-06-15 00:00:00,77.09306400000001,41,800,2
1954-06-16 00:00:00,76.94676,41,800,2
1954-06-17 00:00:00,76.84312800000001,41,800,2
1954-06-18 00:00:00,77.42834400000001,41,800,2
1954-06-19 00:00:00,78.354936,41,800,2
1954-06-20 00:00:00,78.796896,41,800,2
1954-06-21 00:00:00,78.82432800000001,41,800,2
1954-06-22 00:00:00,78.83956800000001,41,800,2
1954-06-23 00:00:00,78.83042400000001,41,800,2
1954-06-24 00:00:00,78.802992,41,800,2
1954-06-25 00:00:00,78.796896,41,800,2
1954-06-26 00:00:00,78.85785600000001,41,800,2
1954-06-27 00:00:00,79.15960799999999,41,800,2
1954-06-28 00:00:00,79.406496,41,800,2
1954-06-29 00:00:00,79.436976,41,800,2
1954-06-30 00:00:00,80.357472,41,800,2
1954-07-01 00:00:00,85.121496,41,800,2
1954-07-02 00:00:00,88.65412800000001,41,800,2
1954-07-03 00:00:00,88.961976,41,800,2
1954-07-04 00:00:00,89.03512800000001,41,800,2
1954-07-05 00:00:00,89.06256,41,800,2
1954-07-06 00:00:00,89.09304,41,800,2
1954-07-07 00:00:00,89.126568,41,800,2
1954-07-08 00:00:00,89.14790400000001,41,800,2
1954-07-09 00:00:00,89.16619200000001,41,800,2
1954-07-10 00:00:00,89.18752800000001,41,800,2
1954-07-11 00:00:00,89.20581600000001,41,800,2
1954-07-12 00:00:00,89.22105600000002,41,800,2
1954-07-13 00:00:00,89.239344,41,800,2
1954-07-14 00:00:00,89.24544,41,800,2
1954-07-15 00:00:00,89.26068000000001,41,800,2
1954-07-16 00:00:00,89.26677600000001,41,800,2
1954-07-17 00:00:00,89.26677600000001,41,800,2
1954-07-18 00:00:00,89.28201600000001,41,800,2
1954-07-19 00:00:00,89.288112,41,800,2
1954-07-20 00:00:00,89.285064,41,800,2
1954-07-21 00:00:00,89.28201600000001,41,800,2
1954-07-22 00:00:00,89.27592,41,800,2
1954-07-23 00:00:00,89.26677600000001,41,800,2
1954-07-24 00:00:00,89.254584,41,800,2
1954-07-25 00:00:00,89.254584,41,800,2
1954-07-26 00:00:00,89.254584,41,800,2
1954-07-27 00:00:00,89.251536,41,800,2
1954-07-28 00:00:00,89.24848800000001,41,800,2
1954-07-29 00:00:00,89.24239200000001,41,800,2
1954-07-30 00:00:00,89.233248,41,800,2
1954-07-31 00:00:00,89.23020000000001,41,800,2
1954-08-01 00:00:00,89.24544,41,800,2
1954-08-02 00:00:00,89.24544,41,800,2
1954-08-03 00:00:00,89.233248,41,800,2
1954-08-04 00:00:00,89.23020000000001,41,800,2
1954-08-05 00:00:00,89.227152,41,800,2
1954-08-06 00:00:00,89.211912,41,800,2
1954-08-07 00:00:00,89.208864,41,800,2
1954-08-08 00:00:00,89.19972,41,800,2
1954-08-09 00:00:00,89.18752800000001,41,800,2
1954-08-10 00:00:00,89.157048,41,800,2
1954-08-11 00:00:00,89.135712,41,800,2
1954-08-12 00:00:00,89.120472,41,800,2
1954-08-13 00:00:00,89.11437600000001,41,800,2
1954-08-14 00:00:00,89.102184,41,800,2
1954-08-15 00:00:00,89.080848,41,800,2
1954-08-16 00:00:00,89.065608,41,800,2
1954-08-17 00:00:00,89.050368,41,800,2
1954-08-18 00:00:00,89.044272,41,800,2
1954-08-19 00:00:00,89.041224,41,800,2
1954-08-20 00:00:00,89.044272,41,800,2
1954-08-21 00:00:00,89.038176,41,800,2
1954-08-22 00:00:00,89.025984,41,800,2
1954-08-23 00:00:00,89.022936,41,800,2
1954-08-24 00:00:00,89.01684,41,800,2
1954-08-25 00:00:00,89.01684,41,800,2
1954-08-26 00:00:00,89.01684,41,800,2
1954-08-27 00:00:00,89.07170400000001,41,800,2
1954-08-28 00:00:00,89.132664,41,800,2
1954-08-29 00:00:00,89.18752800000001,41,800,2
1954-08-30 00:00:00,89.27592,41,800,2
1954-08-31 00:00:00,89.361264,41,800,2
1954-09-01 00:00:00,89.42832,41,800,2
1954-09-02 00:00:00,89.47708800000001,41,800,2
1954-09-03 00:00:00,89.507568,41,800,2
1954-09-04 00:00:00,89.54719200000001,41,800,2
1954-09-05 00:00:00,89.577672,41,800,2
1954-09-06 00:00:00,89.59596,41,800,2
1954-09-07 00:00:00,89.614248,41,800,2
1954-09-08 00:00:00,89.62948800000001,41,800,2
1954-09-09 00:00:00,89.64472800000001,41,800,2
1954-09-10 00:00:00,89.64777600000001,41,800,2
1954-09-11 00:00:00,89.64777600000001,41,800,2
1954-09-12 00:00:00,89.64777600000001,41,800,2
1954-09-13 00:00:00,89.64777600000001,41,800,2
1954-09-14 00:00:00,89.64777600000001,41,800,2
1954-09-15 00:00:00,89.64472800000001,41,800,2
1954-09-16 00:00:00,89.65692,41,800,2
1954-09-17 00:00:00,89.659968,41,800,2
1954-09-18 00:00:00,89.67825600000002,41,800,2
1954-09-19 00:00:00,89.675208,41,800,2
1954-09-20 00:00:00,89.669112,41,800,2
1954-09-21 00:00:00,89.666064,41,800,2
1954-09-22 00:00:00,89.67216,41,800,2
1954-09-23 00:00:00,89.666064,41,800,2
1954-09-24 00:00:00,89.666064,41,800,2
1954-09-25 00:00:00,89.66301600000001,41,800,2
1954-09-26 00:00:00,89.669112,41,800,2
1954-09-27 00:00:00,89.669112,41,800,2
1954-09-28 00:00:00,89.64777600000001,41,800,2
1954-09-29 00:00:00,89.638632,41,800,2
1954-09-30 00:00:00,89.650824,41,800,2
1954-10-01 00:00:00,89.64777600000001,41,800,2
1954-10-02 00:00:00,89.653872,41,800,2
1954-10-03 00:00:00,89.67825600000002,41,800,2
1954-10-04 00:00:00,89.76360000000001,41,800,2
1954-10-05 00:00:00,89.818464,41,800,2
1954-10-06 00:00:00,89.87028000000001,41,800,2
1954-10-07 00:00:00,89.95257600000001,41,800,2
1954-10-08 00:00:00,89.97696,41,800,2
1954-10-09 00:00:00,90.040968,41,800,2
1954-10-10 00:00:00,90.089736,41,800,2
1954-10-11 00:00:00,90.10497600000001,41,800,2
1954-10-12 00:00:00,90.12021600000001,41,800,2
1954-10-13 00:00:00,90.13545600000002,41,800,2
1954-10-14 00:00:00,90.150696,41,800,2
1954-10-15 00:00:00,90.199464,41,800,2
1954-10-16 00:00:00,90.17812800000002,41,800,2
1954-10-17 00:00:00,90.18117600000001,41,800,2
1954-10-18 00:00:00,90.184224,41,800,2
1954-10-19 00:00:00,90.19032,41,800,2
1954-10-20 00:00:00,90.202512,41,800,2
1954-10-21 00:00:00,90.202512,41,800,2
1954-10-22 00:00:00,90.20556,41,800,2
1954-10-23 00:00:00,90.223848,41,800,2
1954-10-24 00:00:00,90.22080000000001,41,800,2
1954-10-25 00:00:00,90.21470400000001,41,800,2
1954-10-26 00:00:00,90.208608,41,800,2
1954-10-27 00:00:00,90.217752,41,800,2
1954-10-28 00:00:00,90.23299200000001,41,800,2
1954-10-29 00:00:00,90.22080000000001,41,800,2
1954-10-30 00:00:00,90.22080000000001,41,800,2
1954-10-31 00:00:00,90.22080000000001,41,800,2
1954-11-01 00:00:00,90.21165600000002,41,800,2
1954-11-02 00:00:00,90.21470400000001,41,800,2
1954-11-03 00:00:00,90.22080000000001,41,800,2
1954-11-04 00:00:00,90.223848,41,800,2
1954-11-05 00:00:00,90.21165600000002,41,800,2
1954-11-06 00:00:00,90.20556,41,800,2
1954-11-07 00:00:00,90.199464,41,800,2
1954-11-08 00:00:00,90.199464,41,800,2
1954-11-09 00:00:00,90.202512,41,800,2
1954-11-10 00:00:00,90.202512,41,800,2
1954-11-11 00:00:00,90.25432800000002,41,800,2
1954-11-12 00:00:00,90.26652,41,800,2
1954-11-13 00:00:00,90.269568,41,800,2
1954-11-14 00:00:00,90.269568,41,800,2
1954-11-15 00:00:00,90.275664,41,800,2
1954-11-16 00:00:00,90.27261600000001,41,800,2
1954-11-17 00:00:00,90.26347200000001,41,800,2
1954-11-18 00:00:00,90.269568,41,800,2
1954-11-19 00:00:00,90.26347200000001,41,800,2
1954-11-20 00:00:00,90.25737600000001,41,800,2
1954-11-21 00:00:00,90.25128000000001,41,800,2
1954-11-22 00:00:00,90.25432800000002,41,800,2
1954-11-23 00:00:00,90.242136,41,800,2
1954-11-24 00:00:00,90.23299200000001,41,800,2
1954-11-25 00:00:00,90.229944,41,800,2
1954-11-26 00:00:00,90.22080000000001,41,800,2
1954-11-27 00:00:00,90.217752,41,800,2
1954-11-28 00:00:00,90.217752,41,800,2
1954-11-29 00:00:00,90.22080000000001,41,800,2
1954-11-30 00:00:00,90.21165600000002,41,800,2
1954-12-01 00:00:00,90.20556,41,800,2
1954-12-02 00:00:00,90.208608,41,800,2
1954-12-03 00:00:00,90.208608,41,800,2
1954-12-04 00:00:00,90.202512,41,800,2
1954-12-05 00:00:00,90.199464,41,800,2
1954-12-06 00:00:00,90.19641600000001,41,800,2
1954-12-07 00:00:00,90.17812800000002,41,800,2
1954-12-08 00:00:00,90.165936,41,800,2
1954-12-09 00:00:00,90.172032,41,800,2
1954-12-10 00:00:00,90.150696,41,800,2
1954-12-11 00:00:00,90.14460000000001,41,800,2
1954-12-12 00:00:00,90.14460000000001,41,800,2
1954-12-13 00:00:00,90.13545600000002,41,800,2
1954-12-14 00:00:00,90.10192800000002,41,800,2
1954-12-15 00:00:00,90.108024,41,800,2
1954-12-16 00:00:00,90.08364,41,800,2
1954-12-17 00:00:00,90.095832,41,800,2
1954-12-18 00:00:00,90.077544,41,800,2
1954-12-19 00:00:00,90.06840000000001,41,800,2
1954-12-20 00:00:00,90.06230400000001,41,800,2
1954-12-21 00:00:00,90.05316,41,800,2
1954-12-22 00:00:00,90.05316,41,800,2
1954-12-23 00:00:00,90.03792,41,800,2
1954-12-24 00:00:00,90.040968,41,800,2
1954-12-25 00:00:00,90.03792,41,800,2
1954-12-26 00:00:00,90.02877600000001,41,800,2
1954-12-27 00:00:00,90.02268000000001,41,800,2
1954-12-28 00:00:00,90.02268000000001,41,800,2
1954-12-29 00:00:00,90.02268000000001,41,800,2
1954-12-30 00:00:00,89.99220000000001,41,800,2
1954-12-31 00:00:00,89.989152,41,800,2
1955-01-01 00:00:00,89.97696,41,800,2
1955-01-02 00:00:00,89.96781600000001,41,800,2
1955-01-03 00:00:00,89.94952800000002,41,800,2
1955-01-04 00:00:00,89.922096,41,800,2
1955-01-05 00:00:00,89.888568,41,800,2
1955-01-06 00:00:00,89.867232,41,800,2
1955-01-07 00:00:00,89.83980000000001,41,800,2
1955-01-08 00:00:00,89.812368,41,800,2
1955-01-09 00:00:00,89.78188800000001,41,800,2
1955-01-10 00:00:00,89.75445600000002,41,800,2
1955-01-11 00:00:00,89.70568800000001,41,800,2
1955-01-12 00:00:00,89.675208,41,800,2
1955-01-13 00:00:00,89.64777600000001,41,800,2
1955-01-14 00:00:00,89.60510400000001,41,800,2
1955-01-15 00:00:00,89.56548000000001,41,800,2
1955-01-16 00:00:00,89.52585600000002,41,800,2
1955-01-17 00:00:00,89.467944,41,800,2
1955-01-18 00:00:00,89.440512,41,800,2
1955-01-19 00:00:00,89.388696,41,800,2
1955-01-20 00:00:00,89.333832,41,800,2
1955-01-21 00:00:00,89.29725600000002,41,800,2
1955-01-22 00:00:00,89.24544,41,800,2
1955-01-23 00:00:00,89.19057600000001,41,800,2
1955-01-24 00:00:00,89.150952,41,800,2
1955-01-25 00:00:00,89.102184,41,800,2
1955-01-26 00:00:00,89.056464,41,800,2
1955-01-27 00:00:00,89.01988800000001,41,800,2
1955-01-28 00:00:00,88.97112,41,800,2
1955-01-29 00:00:00,88.92540000000001,41,800,2
1955-01-30 00:00:00,88.870536,41,800,2
1955-01-31 00:00:00,88.82481600000001,41,800,2
1955-02-01 00:00:00,88.776048,41,800,2
1955-02-02 00:00:00,88.74861600000001,41,800,2
1955-02-03 00:00:00,88.702896,41,800,2
1955-02-04 00:00:00,88.66632,41,800,2
1955-02-05 00:00:00,88.63888800000001,41,800,2
1955-02-06 00:00:00,88.593168,41,800,2
1955-02-07 00:00:00,88.550496,41,800,2
1955-02-08 00:00:00,88.516968,41,800,2
1955-02-09 00:00:00,88.45905600000002,41,800,2
1955-02-10 00:00:00,88.42552800000001,41,800,2
1955-02-11 00:00:00,88.416384,41,800,2
1955-02-12 00:00:00,88.355424,41,800,2
1955-02-13 00:00:00,88.312752,41,800,2
1955-02-14 00:00:00,88.28532,41,800,2
1955-02-15 00:00:00,88.242648,41,800,2
1955-02-16 00:00:00,88.21521600000001,41,800,2
1955-02-17 00:00:00,88.19692800000001,41,800,2
1955-02-18 00:00:00,88.15730400000001,41,800,2
1955-02-19 00:00:00,88.135968,41,800,2
1955-02-20 00:00:00,88.114632,41,800,2
1955-02-21 00:00:00,88.093296,41,800,2
1955-02-22 00:00:00,88.075008,41,800,2
